text,language,label,category,source
Your Canara Bank account will be suspended today. Update PAN at http://rbi-verify-account.icu/form to continue services.,en,scam,banking,synthetic_template
"Thank you for your payment of Rs.4,999. Receipt number 88213. This is a system generated message.",en,legitimate,legitimate,synthetic_template
"ரூ..1,250 உங்கள் கணக்கிலிருந்து பற்று வைக்கப்பட்டது.. இருப்பு ரூ..8,330.. OTP ஐ யாரிடமும் பகிர வேண்டாம்..",ta,legitimate,legitimate,synthetic_template
"Congratulations! You are selected for work from home job. Earn Rs 4,999 daily. Pay registration fee Rs 499 to start. Contact 9876543210",en,scam,job,synthetic_template
"Sir job confirm aagiduchu, registration fee Rs 499 pay pannunga, 8123456789 ku call pannunga",ta,scam,impersonation,synthetic_tanglish
"Dear customer, Your Instagram account will be permanently disabled.. Confirm your identity here http://tinyurl..com/kyc-updt",en,scam,social_media,synthetic_template
"Rs.10,000 debited from A/c XX4412 on 12-05-26. Avl Bal Rs.8,330. Not you? Call 18001234. Do not share OTP with anyone.",en,legitimate,legitimate,synthetic_template
Your request for a new chequebook has been registered.. It will reach you in 7 working days..,en,legitimate,legitimate,synthetic_template
உங்கள் மின் கட்டணம் ரூ.999 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும். அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள். Thank you.,ta,legitimate,legitimate,synthetic_template
உங்கள் பேருந்து பாஸ் புதுப்பிக்கப்பட்டது. பழைய பாஸுடன் டிப்போவில் பெற்றுக் கொள்ளவும். Act fast!,ta,legitimate,legitimate,synthetic_template
"உங்கள் Facebook பக்கம் விதிமுறை மீறல். 24 மணி நேரத்தில் http://hdfc-secure-login.top/kyc சரிபார்க்கவும், இல்லையெனில் நீக்கப்படும்.",ta,scam,social_media,synthetic_template
"Kotak: Rs.2,500 credited to your account on 03-06-26 by NEFT. Avl bal Rs.12,400. Team",en,legitimate,legitimate,synthetic_template
Your bus pass renewal is complete. Collect it from the depot counter with your old pass.,en,legitimate,legitimate,synthetic_template
Dear customer your electricity connection will be disconnected tonight because bill is not updated. Call officer 9445566778,en,scam,electricity_bill,synthetic_template
SBI security team here. Confirm OTP 554411 within 10 minutes or your net banking will be disabled.,en,scam,otp,synthetic_template
"Canara Bank: Rs.499 credited to your account on 03-06-26 by NEFT. Avl bal Rs.12,400.",en,legitimate,legitimate,synthetic_template
"Cylinder booking confirm aagiduchu, 2 days la delivery, delivery person kitta mattum pay pannunga Team",ta,legitimate,legitimate,synthetic_tanglish
"Your mobile recharge of Rs.4,999 is successful. Validity 28 days. Thank you.",en,legitimate,legitimate,synthetic_template
"வாழ்த்துக்கள்! KBC லக்கி டிராவில் ரூ 50,00,000 பரிசு வென்றுள்ளீர்கள்.. 9445566778 ஐ அழைக்கவும்..",ta,scam,lottery,synthetic_template
"Dear customer, உங்கள் சிலிண்டர் பதிவு உறுதியானது. 2 வேலை நாட்களில் வழங்கப்படும். டெலிவரி நபரிடம் மட்டும் பணம் தரவும்.",ta,legitimate,legitimate,synthetic_template
Your cheque number 445122 for Rs.999 has been cleared on 14-05-2026.,en,legitimate,legitimate,synthetic_template
Hotel rating task available. Complete 5 tasks get Rs 1000. Send joining fee to this UPI.,en,scam,job,synthetic_template
"உங்கள் ரயில் PNR 4451223 உறுதி செய்யப்பட்டது. பெட்டி S4, இருக்கை 32. பயணம் இனிதாகட்டும். Regards.",ta,legitimate,legitimate,synthetic_template
"Ungaloda order ship aagiduchu, naalaiku delivery aagum, app la track pannunga Act fast!",ta,legitimate,legitimate,synthetic_tanglish
Attention! This is from TRAI. Your SIM will be deactivated in 2 hours due to Aadhaar mismatch. Press 1 to verify.,en,scam,impersonation,synthetic_template
"Dear customer, your electricity bill of Rs.50,000 for May is due on 20-05-2026. Pay through the official app or nearest office.",en,legitimate,legitimate,synthetic_template
"ரூ 50,000 பற்று வைக்கப்பட்டது. நீங்கள் செய்யவில்லை என்றால் 6383991122 ஐ உடனே அழைக்கவும்.",ta,scam,banking,synthetic_template
உங்கள் Axis Bank KYC காலாவதியாகிவிட்டது. 24 மணி நேரத்தில் கணக்கு முடக்கப்படும். http://hdfc-secure-login.top/kyc ஐ அழுத்தவும்.,ta,scam,kyc,synthetic_template
"CONGRATULATIONS!! You are the lucky winner of Rs 5,00,000. Send your bank details to claim.",en,scam,lottery,synthetic_template
"Guaranteed 30% monthly return on crypto trading.. Invest Rs 1,250 and double your money in 15 days.. Join http://icici-netbank..click/auth",en,scam,investment,synthetic_template
"உங்கள் தனிப்பட்ட வீடியோ என்னிடம் உள்ளது. ரூ 25,000 தரவில்லை என்றால் அனைவருக்கும் அனுப்புவேன்.",ta,scam,social_media,synthetic_template
Courier delivery failed. Pay Rs 49 redelivery charge at http://irctc-refund.cyou/ticket to reschedule.,en,scam,courier_parcel,synthetic_template
"Thank you for your payment of Rs.2,500. Receipt number 88213. This is a system generated message. Regards.",en,legitimate,legitimate,synthetic_template
"Attention! 112233 is your OTP for Axis Bank login. Valid for 10 minutes. Do not share this OTP with anyone, including bank staff.",en,legitimate,legitimate,synthetic_template
"Guaranteed 30% monthly return on crypto trading. Invest Rs 25,000 and double your money in 15 days. Join http://icici-netbank.click/auth",en,scam,investment,synthetic_template
"PNB: RS.50,000 CREDITED TO YOUR ACCOUNT ON 03-06-26 BY NEFT. AVL BAL RS.12,400.",en,legitimate,legitimate,synthetic_template
"Hello beta, this is your uncle, I changed my number.. I need Rs 499 urgently, will return tomorrow..",en,scam,impersonation,synthetic_template
"உங்கள் மின் கட்டணம் ரூ.1,250 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும். அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள்.",ta,legitimate,legitimate,synthetic_template
உங்கள் பேருந்து பாஸ் புதுப்பிக்கப்பட்டது. பழைய பாஸுடன் டிப்போவில் பெற்றுக் கொள்ளவும்.,ta,legitimate,legitimate,synthetic_template
"Union Bank: Rs.10,000 credited to your account on 03-06-26 by NEFT. Avl bal Rs.12,400.",en,legitimate,legitimate,synthetic_template
"உங்கள் ரீசார்ஜ் ரூ.50,000 வெற்றிகரமாக முடிந்தது. 28 நாட்கள் செல்லுபடியாகும்.",ta,legitimate,legitimate,synthetic_template
"Rs.25,000 debit aagiduchu account XX4412 la, balance Rs.8,330, OTP yaarukum share pannadheenga",ta,legitimate,legitimate,synthetic_tanglish
"Dear customer, உங்கள் ஆர்டர் அனுப்பப்பட்டது. நாளை மாலைக்குள் வந்துவிடும். செயலியில் பார்க்கவும்.",ta,legitimate,legitimate,synthetic_template
Important: Dear consumer your electricity will be disconnected tonight 9:30 pm because previous month bill not updated. Contact electricity officer 7012345678,en,scam,impersonation,synthetic_template
"உங்கள் காசோலை எண் 445122, ரூ.999 14-05-2026 அன்று செலுத்தப்பட்டது.",ta,legitimate,legitimate,synthetic_template
Attention! சைபர் பாதுகாப்பு பயிற்சியை முடித்ததற்கு வாழ்த்துக்கள். உங்கள் சான்றிதழ் தயாராக உள்ளது.,ta,legitimate,legitimate,synthetic_template
"Mutual fund double scheme, fixed 20% return guaranteed every month. Limited offer.",en,scam,investment,synthetic_template
Congratulations! You are selected for work from home job. Earn Rs 499 daily. Pay registration fee Rs 499 to start. Contact 9876543210,en,scam,job,synthetic_template
"Bitcoin investment scheme approved by RBI. Minimum Rs 2,500, daily profit credited. Register http://sbi-kyc-update.xyz/verify Regards.",en,scam,investment,synthetic_template
உங்கள் மின் கட்டணம் ரூ.499 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும். அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள்.,ta,legitimate,legitimate,synthetic_template
சைபர் பாதுகாப்பு பயிற்சியை முடித்ததற்கு வாழ்த்துக்கள். உங்கள் சான்றிதழ் தயாராக உள்ளது.,ta,legitimate,legitimate,synthetic_template
"Loan approve aagiduchu Rs 499, processing fee mattum pay pannunga, documents thevai illa",ta,scam,impersonation,synthetic_tanglish
Your monthly statement for A/c XX4412 is ready. View it by logging into the official PNB net banking portal.,en,legitimate,legitimate,synthetic_template
CIBIL சரிபார்ப்பு இல்லாமல் உடனடி கடன். 10 நிமிடத்தில் பணம். http://tinyurl.com/kyc-updt,ta,scam,loan,synthetic_template
உங்கள் மின் மீட்டர் அளவீடு இன்று எடுக்கப்பட்டது.. மூன்று நாட்களில் பில் வழங்கப்படும்..,ta,legitimate,legitimate,synthetic_template
உங்கள் சிலிண்டர் பதிவு உறுதியானது.. 2 வேலை நாட்களில் வழங்கப்படும்.. டெலிவரி நபரிடம் மட்டும் பணம் தரவும்..,ta,legitimate,legitimate,synthetic_template
"Pre-approved personal loan of Rs 10,000 approved. No documents required. Pay processing fee Rs 999. Call 6383991122",en,scam,loan,synthetic_template
"உங்கள் காசோலை எண் 445122, ரூ.4,999 14-05-2026 அன்று செலுத்தப்பட்டது.",ta,legitimate,legitimate,synthetic_template
"Attention! Mummy phone udanju pochu, ithu en new number, Rs 1,250 urgent ah anuppunga",ta,scam,impersonation,synthetic_tanglish
Attention! Dear consumer your electricity will be disconnected tonight 9:30 pm because previous month bill not updated. Contact electricity officer 9876543210,en,scam,impersonation,synthetic_template
Anna urgent ah OTP 483920 share pannunga illana account block aagidum,ta,scam,impersonation,synthetic_tanglish
"Dear customer, the branch will be closed on 26-01-2026 for the public holiday.. Normal banking resumes the next working day..",en,legitimate,legitimate,synthetic_template
Your resume is shortlisted for MNC.. Interview fee Rs 999 payable to confirm slot.. Call 7012345678,en,scam,job,synthetic_template
உங்கள் ஆர்டர் அனுப்பப்பட்டது. நாளை மாலைக்குள் வந்துவிடும். செயலியில் பார்க்கவும். Regards.,ta,legitimate,legitimate,synthetic_template
Guaranteed 30% monthly return on crypto trading. Invest Rs 999 and double your money in 15 days. Join http://epfo-claim-online.work/pf,en,scam,investment,synthetic_template
உங்கள் PNB கணக்கு இன்று முடக்கப்படும். http://tinyurl.com/kyc-updt சென்று PAN புதுப்பிக்கவும்.,ta,scam,banking,synthetic_template
"Neenga lucky winner! Rs 50,00,000 prize jeichuruken. Claim panna http://bit.ly/3kycupd click pannunga Team",ta,scam,impersonation,synthetic_tanglish
Your PNB account will be suspended today. Update PAN at http://sbi-kyc-update.xyz/verify to continue services.,en,scam,banking,synthetic_template
உங்கள் SBI கணக்கு சரிபார்க்க வேண்டும். இப்போது வந்த OTP 554411 ஐ அனுப்பவும்.,ta,scam,otp,synthetic_template
"Sir OTP 483920 aaya hoga, please forward kijiye, warna account block ho jayega.",en,scam,otp,synthetic_template
"Dear parent, the school will remain closed tomorrow due to heavy rain.. Classes resume on Monday..",en,legitimate,legitimate,synthetic_template
"Your cheque number 445122 for Rs.4,999 has been cleared on 14-05-2026. Regards.",en,legitimate,legitimate,synthetic_template
Your gas cylinder has been booked.. Booking ID 7781234.. Delivery in 2 working days..,en,legitimate,legitimate,synthetic_template
Your order has been shipped and will be delivered by tomorrow 7 PM. Track in the app. Act fast!,en,legitimate,legitimate,synthetic_template
Low interest loan available any CIBIL score. Zero paperwork. Contact 8123456789,en,scam,loan,synthetic_template
"Hello beta, this is your uncle, I changed my number. I need Rs 2,500 urgently, will return tomorrow.",en,scam,impersonation,synthetic_template
Your Facebook page violates copyright. Verify within 24 hours at http://epfo-claim-online.work/pf or page will be deleted.,en,scam,social_media,synthetic_template
"Mummy my phone is broken, this is my new number. Send Rs 2,500 to this GPay urgently.",en,scam,impersonation,synthetic_template
Attention! அரசு மருத்துவமனையில் உங்கள் சந்திப்பு 15-05-2026 காலை 10:30 மணிக்கு உறுதி செய்யப்பட்டது..,ta,legitimate,legitimate,synthetic_template
Neenga lucky winner! Rs 1 Crore prize jeichuruken. Claim panna http://sbi-kyc-update.xyz/verify click pannunga,ta,scam,impersonation,synthetic_tanglish
"Dear customer, CONGRATULATIONS!! You are the lucky winner of Rs 25,00,000. Send your bank details to claim.",en,scam,lottery,synthetic_template
"Dear customer, your ICICI Bank account needs verification. Share the OTP 220199 received on your mobile to complete the process.",en,scam,otp,synthetic_template
"Canara Bank: Rs.2,500 credited to your account on 03-06-26 by NEFT. Avl bal Rs.12,400.",en,legitimate,legitimate,synthetic_template
"Your consignment is seized. Clearance fee Rs 2,500 required. Contact 9445566778",en,scam,courier_parcel,synthetic_template
PNB alert: Aadhaar not linked with account. Re-verify KYC at http://hdfc-secure-login.top/kyc before tonight.,en,scam,kyc,synthetic_template
CIBIL சரிபார்ப்பு இல்லாமல் உடனடி கடன். 10 நிமிடத்தில் பணம். http://192.168.44.9/bank/login,ta,scam,loan,synthetic_template
"Dear customer, Dear customer, your electricity bill of Rs.10,000 for May is due on 20-05-2026. Pay through the official app or nearest office.",en,legitimate,legitimate,synthetic_template
"Loan approve aagiduchu Rs 25,000, processing fee mattum pay pannunga, documents thevai illa",ta,scam,impersonation,synthetic_tanglish
Your monthly statement for A/c XX4412 is ready. View it by logging into the official Axis Bank net banking portal.,en,legitimate,legitimate,synthetic_template
"SBI: RS.2,500 CREDITED TO YOUR ACCOUNT ON 03-06-26 BY NEFT. AVL BAL RS.12,400.",en,legitimate,legitimate,synthetic_template
"I am CBI officer.. Your Aadhaar is used in money laundering case.. This is a digital arrest, stay on video call..",en,scam,digital_arrest,synthetic_template
Your bank account KYC is incomplete as per RBI. Update immediately http://epfo-claim-online.work/pf to avoid suspension.,en,scam,kyc,synthetic_template
உங்கள் பார்சல் சுங்கத்தில் தடுத்து வைக்கப்பட்டுள்ளது. சட்டவிரோத பொருட்கள் உள்ளன. உடனே 9445566778 அழைக்கவும்.,ta,scam,courier_parcel,synthetic_template
Your bank account KYC is incomplete as per RBI.. Update immediately http://paytm-cashback..buzz/claim to avoid suspension..,en,scam,kyc,synthetic_template
Part time job available. Like YouTube videos and earn Rs 500 per day. Join WhatsApp 8123456789 Act fast!,en,scam,job,synthetic_template
உங்கள் மின் கட்டணம் ரூ.999 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும். அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள்.,ta,legitimate,legitimate,synthetic_template
"Dear customer, வங்கி 26-01-2026 அன்று விடுமுறை காரணமாக மூடப்படும். அடுத்த வேலை நாளில் இயல்பு சேவை.",ta,legitimate,legitimate,synthetic_template
Your monthly statement for A/c XX4412 is ready. View it by logging into the official ICICI Bank net banking portal.,en,legitimate,legitimate,synthetic_template
Important: Courier delivery failed. Pay Rs 49 redelivery charge at http://tinyurl.com/kyc-updt to reschedule.,en,scam,courier_parcel,synthetic_template
"அம்மா என் ஃபோன் உடைந்துவிட்டது, இது என் புதிய எண். ரூ 999 உடனே அனுப்புங்கள்.",ta,scam,impersonation,synthetic_template
Your mobile number is selected in Coca Cola lucky draw. Prize Rs 1 Crore. Contact WhatsApp 8123456789,en,scam,lottery,synthetic_template
"Your mobile number is selected in Coca Cola lucky draw. Prize Rs 10,00,000. Contact WhatsApp 9876543210",en,scam,lottery,synthetic_template
Your mobile recharge of Rs.499 is successful. Validity 28 days. Thank you.,en,legitimate,legitimate,synthetic_template
உங்கள் HDFC Bank கணக்கு சரிபார்க்க வேண்டும். இப்போது வந்த OTP 220199 ஐ அனுப்பவும்.,ta,scam,otp,synthetic_template
"Attention! Sir, this is Kumar from the water board. We will do the meter reading tomorrow between 10 AM and 12 PM.",en,legitimate,legitimate,synthetic_template
Your gas cylinder has been booked. Booking ID 7781234. Delivery in 2 working days.,en,legitimate,legitimate,synthetic_template
"I HAVE YOUR PRIVATE VIDEO. PAY RS 1,250 OR I WILL SEND IT TO ALL YOUR CONTACTS.",en,scam,social_media,synthetic_template
"Dear parent, the school will remain closed tomorrow due to heavy rain. Classes resume on Monday. Team",en,legitimate,legitimate,synthetic_template
Attention! Your Aadhaar update request 8812 has been accepted at the enrolment centre. Check status on the official portal after 7 days.,en,legitimate,legitimate,synthetic_template
Your scholarship application has been received by the college office. Results will be displayed on the notice board. Thank you.,en,legitimate,legitimate,synthetic_template
"Rs.999 debited from A/c XX4412 on 12-05-26. Avl Bal Rs.8,330. Not you? Call 18001234. Do not share OTP with anyone.",en,legitimate,legitimate,synthetic_template
"Your mobile recharge of Rs.10,000 is successful. Validity 28 days. Thank you.",en,legitimate,legitimate,synthetic_template
Your bus pass renewal is complete. Collect it from the depot counter with your old pass. Regards.,en,legitimate,legitimate,synthetic_template
"Dear customer, உங்கள் மின் கட்டணம் ரூ.10,000 மே மாதத்திற்கு 20-05-2026 அன்று செலுத்த வேண்டும். அதிகாரப்பூர்வ செயலியில் செலுத்துங்கள்.",ta,legitimate,legitimate,synthetic_template
"Dear customer, your electricity bill of Rs.999 for May is due on 20-05-2026. Pay through the official app or nearest office.",en,legitimate,legitimate,synthetic_template
உங்கள் ரீசார்ஜ் ரூ.999 வெற்றிகரமாக முடிந்தது. 28 நாட்கள் செல்லுபடியாகும்.,ta,legitimate,legitimate,synthetic_template
"ரூ.50,000 உங்கள் கணக்கிலிருந்து பற்று வைக்கப்பட்டது. இருப்பு ரூ.8,330. OTP ஐ யாரிடமும் பகிர வேண்டாம்.",ta,legitimate,legitimate,synthetic_template
YOUR LIBRARY BOOK IS DUE ON 22-05-2026. PLEASE RETURN IT AT THE COUNTER TO AVOID A LATE FEE.,en,legitimate,legitimate,synthetic_template
HDFC Bank: Your debit card is blocked. Share card number and CVV to reactivate.,en,scam,banking,synthetic_template
"மாதம் 30% உறுதியான லாபம்.. ரூ 25,000 முதலீடு செய்து 15 நாளில் இரட்டிப்பு பெறுங்கள்.. http://sbi-kyc-update..xyz/verify",ta,scam,investment,synthetic_template
"Data entry job, no experience needed. Earn Rs 1,250 weekly. Registration charge only Rs 750.",en,scam,job,synthetic_template
Final notice - KYC verification pending. Download the form from http://tinyurl.com/kyc-updt and submit today.,en,scam,kyc,synthetic_template
554411 உங்கள் உள்நுழைவு OTP.. 10 நிமிடம் செல்லுபடியாகும்.. இதை யாரிடமும் சொல்ல வேண்டாம்..,ta,legitimate,legitimate,synthetic_template
"உங்கள் காசோலை எண் 445122, ரூ.499 14-05-2026 அன்று செலுத்தப்பட்டது.",ta,legitimate,legitimate,synthetic_template
"Hello beta, this is your uncle, I changed my number. I need Rs 1,250 urgently, will return tomorrow.",en,scam,impersonation,synthetic_template
உங்கள் ஆர்டர் அனுப்பப்பட்டது. நாளை மாலைக்குள் வந்துவிடும். செயலியில் பார்க்கவும். Act fast!,ta,legitimate,legitimate,synthetic_template
"ரூ..999 உங்கள் கணக்கிலிருந்து பற்று வைக்கப்பட்டது.. இருப்பு ரூ..8,330.. OTP ஐ யாரிடமும் பகிர வேண்டாம்..",ta,legitimate,legitimate,synthetic_template
Hotel rating task available.. Complete 5 tasks get Rs 1000.. Send joining fee to this UPI..,en,scam,job,synthetic_template
YOUR ICICI BANK ACCOUNT WILL BE SUSPENDED TODAY. UPDATE PAN AT HTTP://SBI-KYC-UPDATE.XYZ/VERIFY TO CONTINUE SERVICES.,en,scam,banking,synthetic_template
பங்குச்சந்தை குறிப்புகள் குழு. நிச்சயமான லாபம். இடம் குறைவு. தொடர்பு 7012345678,ta,scam,investment,synthetic_template
உங்கள் ரீசார்ஜ் ரூ.499 வெற்றிகரமாக முடிந்தது. 28 நாட்கள் செல்லுபடியாகும். Team,ta,legitimate,legitimate,synthetic_template
Your library book is due on 22-05-2026. Please return it at the counter to avoid a late fee. Thank you.,en,legitimate,legitimate,synthetic_template
"Dear customer, your Union Bank account needs verification. Share the OTP 554411 received on your mobile to complete the process.",en,scam,otp,synthetic_template
"Important: Beneficiary added successfully to your account. If this was not done by you, contact your branch immediately.",en,legitimate,legitimate,synthetic_template
"Ungaloda order ship aagiduchu, naalaiku delivery aagum, app la track pannunga",ta,legitimate,legitimate,synthetic_tanglish
"உங்கள் எண் தேர்வாகியுள்ளது. பரிசு ரூ 25,00,000. வங்கி விவரங்களை அனுப்பவும்.",ta,scam,lottery,synthetic_template
"YOUR GAS SUBSIDY IS PENDING. UPDATE BANK ACCOUNT AT HTTP://EPFO-CLAIM-ONLINE.WORK/PF TO RECEIVE RS 10,000.",en,scam,impersonation,synthetic_template
"Mummy phone udanju pochu, ithu en new number, Rs 4,999 urgent ah anuppunga",ta,scam,impersonation,synthetic_tanglish
"முன்கூட்டியே அனுமதிக்கப்பட்ட ரூ 25,000 கடன். ஆவணம் தேவையில்லை. செயலாக்க கட்டணம் ரூ 999. 6383991122",ta,scam,loan,synthetic_template
உங்கள் சிலிண்டர் பதிவு உறுதியானது. 2 வேலை நாட்களில் வழங்கப்படும். டெலிவரி நபரிடம் மட்டும் பணம் தரவும். Act fast!,ta,legitimate,legitimate,synthetic_template
"Your insurance premium of Rs.2,500 is due on 28-05-2026. Pay via the official portal or your agent.",en,legitimate,legitimate,synthetic_template
Anna urgent ah OTP 907845 share pannunga illana account block aagidum,ta,scam,impersonation,synthetic_tanglish
"SBI: Rs.50,000 credited to your account on 03-06-26 by NEFT. Avl bal Rs.12,400. Thank you.",en,legitimate,legitimate,synthetic_template
Your cheque number 445122 for Rs.499 has been cleared on 14-05-2026.,en,legitimate,legitimate,synthetic_template
Amazon hiring work from home. Daily payout. Security deposit Rs 1500 refundable. Apply http://192.168.44.9/bank/login Act fast!,en,scam,job,synthetic_template
Your blood donation camp registration is confirmed for Sunday 9 AM at the community hall.. Act fast!,en,legitimate,legitimate,synthetic_template
I have your private video. Pay Rs 499 or I will send it to all your contacts.,en,scam,social_media,synthetic_template
220199 உங்கள் உள்நுழைவு OTP. 10 நிமிடம் செல்லுபடியாகும். இதை யாரிடமும் சொல்ல வேண்டாம்.,ta,legitimate,legitimate,synthetic_template
உங்கள் Kotak கணக்கு இன்று முடக்கப்படும்.. http://bit..ly/3kycupd சென்று PAN புதுப்பிக்கவும்..,ta,scam,banking,synthetic_template
"Dear customer, Your request for a new chequebook has been registered.. It will reach you in 7 working days..",en,legitimate,legitimate,synthetic_template
"Thank you for your payment of Rs.10,000. Receipt number 88213. This is a system generated message.",en,legitimate,legitimate,synthetic_template
"Rs.4,999 debit aagiduchu account XX4412 la, balance Rs.8,330, OTP yaarukum share pannadheenga",ta,legitimate,legitimate,synthetic_tanglish
"Bank la irundhu pesuren, card block aagiduchu, CVV number sollunga update panren",ta,scam,impersonation,synthetic_tanglish
Your scholarship application has been received by the college office.. Results will be displayed on the notice board..,en,legitimate,legitimate,synthetic_template
Your BHIM account is on hold. Reply with the 6 digit code 907845 to reactivate immediately.,en,scam,otp,synthetic_template
"Your loan of Rs 4,999 is sanctioned. Pay insurance charge Rs 1500 to release amount.",en,scam,loan,synthetic_template
Low interest loan available any CIBIL score. Zero paperwork. Contact 9876543210,en,scam,loan,synthetic_template
உங்கள் பேருந்து பாஸ் புதுப்பிக்கப்பட்டது.. பழைய பாஸுடன் டிப்போவில் பெற்றுக் கொள்ளவும்..,ta,legitimate,legitimate,synthetic_template
Your Aadhaar update request 8812 has been accepted at the enrolment centre. Check status on the official portal after 7 days. Regards.,en,legitimate,legitimate,synthetic_template
Dear consumer your electricity will be disconnected tonight 9:30 pm because previous month bill not updated. Contact electricity officer 9876543210 Act fast!,en,scam,impersonation,synthetic_template
Stock market tips group. 100% assured profit. Limited seats. Contact expert 7012345678,en,scam,investment,synthetic_template
"உங்கள் காசோலை எண் 445122, ரூ.1,250 14-05-2026 அன்று செலுத்தப்பட்டது.",ta,legitimate,legitimate,synthetic_template
"Attention! Dear parent, the school will remain closed tomorrow due to heavy rain. Classes resume on Monday.",en,legitimate,legitimate,synthetic_template
"Loan approve aagiduchu Rs 2,500, processing fee mattum pay pannunga, documents thevai illa",ta,scam,impersonation,synthetic_tanglish
"This is from Mumbai customs.. Your parcel contains narcotics.. Stay on this call, do not disconnect..",en,scam,courier_parcel,synthetic_template
Your bank account KYC is incomplete as per RBI. Update immediately http://bit.ly/3kycupd to avoid suspension.,en,scam,kyc,synthetic_template
Your mobile recharge of Rs.999 is successful. Validity 28 days. Thank you.,en,legitimate,legitimate,synthetic_template
"Your train PNR 4451223 is confirmed, coach S4 berth 32.. Happy journey..",en,legitimate,legitimate,synthetic_template
"ED department.. Your account is linked to terror funding.. Transfer Rs 2,500 to verification account for clearance..",en,scam,digital_arrest,synthetic_template
"Your insurance premium of Rs.4,999 is due on 28-05-2026. Pay via the official portal or your agent.",en,legitimate,legitimate,synthetic_template
"Data entry job, no experience needed. Earn Rs 499 weekly. Registration charge only Rs 750.",en,scam,job,synthetic_template
உங்கள் ரேஷன் அட்டை e-KYC நியாய விலைக் கடையில் முடிக்கப்பட்டது.. வேறு நடவடிக்கை தேவையில்லை..,ta,legitimate,legitimate,synthetic_template
Your Facebook page violates copyright. Verify within 24 hours at http://192.168.44.9/bank/login or page will be deleted.,en,scam,social_media,synthetic_template
"Accept the payment request on PhonePe to receive cashback of Rs 50,000.. Enter PIN to confirm..",en,scam,banking,synthetic_template
Your monthly statement for A/c XX4412 is ready. View it by logging into the official Canara Bank net banking portal.,en,legitimate,legitimate,synthetic_template
Install AnyDesk app and share screen so our executive can update your account details..,en,scam,banking,synthetic_template
WhatsApp subscription expired. Renew now at http://icici-netbank.click/auth to avoid losing your chats. Thank you.,en,scam,social_media,synthetic_template
"Dear customer, Ungaloda order ship aagiduchu, naalaiku delivery aagum, app la track pannunga",ta,legitimate,legitimate,synthetic_tanglish
Axis Bank: Your debit card is blocked. Share card number and CVV to reactivate.,en,scam,banking,synthetic_template
"Ungaloda exam result vandhuduchu, official website la login panni paarunga",ta,legitimate,legitimate,synthetic_tanglish
Attention! Your library book is due on 22-05-2026. Please return it at the counter to avoid a late fee.,en,legitimate,legitimate,synthetic_template
"Thank you for your payment of Rs.2,500. Receipt number 88213. This is a system generated message.",en,legitimate,legitimate,synthetic_template
"Accept the payment request on BHIM to receive cashback of Rs 4,999. Enter PIN to confirm.",en,scam,banking,synthetic_template
"உங்கள் பணம் ரூ.10,000 பெறப்பட்டது. ரசீது எண் 88213. இது தானியங்கி செய்தி.",ta,legitimate,legitimate,synthetic_template
"CONGRATULATIONS!! You are the lucky winner of Rs 50,00,000. Send your bank details to claim.",en,scam,lottery,synthetic_template
"Parcel customs la hold aagiduchu, illegal item irukku, udane 8123456789 ku call pannunga",ta,scam,impersonation,synthetic_tanglish
"Your number won the Diwali bumper prize of Rs 50,00,000. Pay GST of Rs 50,000 to release the amount.",en,scam,lottery,synthetic_template
"Anydesk app install pannunga, screen share panna naanga account correct panrom",ta,scam,impersonation,synthetic_tanglish
"HDFC Bank: Rs..1,250 credited to your account on 03-06-26 by NEFT.. Avl bal Rs..12,400..",en,legitimate,legitimate,synthetic_template
Your PhonePe account is on hold. Reply with the 6 digit code 907845 to reactivate immediately.,en,scam,otp,synthetic_template
YOUR BLOOD DONATION CAMP REGISTRATION IS CONFIRMED FOR SUNDAY 9 AM AT THE COMMUNITY HALL.,en,legitimate,legitimate,synthetic_template
Your Axis Bank account will be suspended today. Update PAN at http://192.168.44.9/bank/login to continue services. Regards.,en,scam,banking,synthetic_template
"Attention! உங்கள் ரீசார்ஜ் ரூ..10,000 வெற்றிகரமாக முடிந்தது.. 28 நாட்கள் செல்லுபடியாகும்..",ta,legitimate,legitimate,synthetic_template
Attention! Your net banking password expires today. Confirm your card number and CVV at http://bit.ly/3kycupd.,en,scam,banking,synthetic_template
Instant loan without CIBIL check. Get money in 10 minutes. Apply http://sbi-kyc-update.xyz/verify,en,scam,loan,synthetic_template
உங்கள் மின் மீட்டர் அளவீடு இன்று எடுக்கப்பட்டது. மூன்று நாட்களில் பில் வழங்கப்படும். Act fast!,ta,legitimate,legitimate,synthetic_template
"உங்கள் ரீசார்ஜ் ரூ..1,250 வெற்றிகரமாக முடிந்தது.. 28 நாட்கள் செல்லுபடியாகும்..",ta,legitimate,legitimate,synthetic_template
Thank you for your payment of Rs.999. Receipt number 88213. This is a system generated message.,en,legitimate,legitimate,synthetic_template
